卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）,头像ID
10142042,10142041,13601801,13601802,灿烂之歌,歌剧型桂妮薇儿,MR,盗贼,暗,2,2513,0,279,0,弱化,属抗↓/追伤,敌单体/2回合/降低500点物理攻击，2回合/降低500点魔法攻击,敌全体/2回合/降低6750点暗属性抗性，自身/2回合/赋予5400暗追加伤害,你没资格做我的粉丝！,不给我起势的话死刑哦ー！,10142042
10142044,10142043,11104361,11104362,天真之歌,歌剧型 侠客亚瑟,MR,佣兵,暗,2,2513,0,279,0,魔法,攻击,敌单体/魔法/1971点暗属性伤害，暴击率150%,敌全体/魔法/3942点暗属性伤害，暴击率500%,气氛不够热的话要罚钱的哦～！,来来，犒赏就放这里好了…,10142044
10142046,10142045,14303321,14303322,无垢之歌,歌剧型西西拉拉-巴比伦剑,MR,歌姬,暗,2,2513,0,0,279,治疗,最大HP↑/治疗,自身/恢复3253点HP,【自身HP50%以下/敌方行动后发动/保持3回合】己方全体/3回合/提升最大HP1522，恢复4684点HP,在、在那么多人面前唱吗？,粉丝的狂热还真厉害呢…。,10142046
10143002,10143001,12503481,12503482,战场的天使,姬忧型南丁格尔,MR,富豪,冰,2,2513,279,0,0,防御,抽卡/物防↑,自身/2回合/提升750点物理防御，抽卡+1,己方全体/2回合/提升1439点物理防御，抽卡+1，【3Chain以上】2回合/提升2878点物理防御,我也做好觉悟了的！,重伤员请来这边！,10143001
10143004,10143003,13202691,13202692,六歌仙,姬忧型 小町,MR,盗贼,冰,4,2513,0,279,0,魔法,攻击,敌单体/魔法/10793点+魔法攻击力150%的冰属性伤害，暴击率150%,敌单体/魔法/21494点+魔法攻击力150%的冰属性伤害，暴击率150%，【4Chain以上】魔法/38580点+魔法攻击力150%的冰属性伤害，暴击率1000%,我的诗歌里没有你出场的份。,请稍微忍耐一下。,10143004
10143006,10143005,14500141,14500142,贵公主的白鸟,姬忧型奥尔特莉特,MR,歌姬,冰,3,2513,0,0,279,防御,物防↑/治疗,自身/2回合/提升1715点物理防御,己方全体/2回合/提升2189点物理防御，己方全体/恢复2900+治疗量的130%点HP，【2Chain以上】2回合/提升3430点物理防御，己方全体/恢复4624+治疗量的130%点HP,用成捆的钞票抽你！,咦？不能用钱疗伤吗？,10143006
10143008,10143007,11104381,11104382,占星术的辉煌,姬忧型菲迪露玛,MR,佣兵,冰,5,2094,0,349,0,魔法,攻击,敌单体/魔法/11826点+魔法攻击力180%的冰属性伤害，暴击率150%,敌全体/魔法/23608点+魔法攻击力180%的冰属性伤害，暴击率150%,占卜的结果是…凶！,占卜的结果是…大吉！,10143008
10143010,10143009,12503501,12503502,兰贵人,姬忧型 西太后,UR,富豪,冰,3,1777,127,0,0,防御,陷阱/抽卡/物防↑,自身/1回合/提升607点物理防御,己方全体/2回合/提升2083点物理防御，抽卡+1，自身/9回合/1枚变为陷阱状态(5000),凋零的时候做个美梦吧…。,将美妙的香气献给你。,10143010
10143012,10143011,13601821,13601822,悲哀之歌,纯白型阿斯特拉艾琳,MR,盗贼,暗,2,2285,0,254,0,弱化,物攻↓/标记,敌单体/3回合/降低641点物理攻击,敌单体/3回合/降低2096点物理攻击，3回合/标记，伤害上升10%,为了亚瑟！吃我一招！,伯纳德大人亲传！,10143012
10143014,10143013,12600221,12600222,裂蹴美脚,纯白型艾菲,MR,富豪,火,2,2665,190,0,0,弱化,物攻↓/抽卡,敌单体/3回合/降低641点物理攻击,敌单体/3回合/降低2096点物理攻击，【自身/防御/额外1枚以上】己方全体/抽卡+2,见识一下新娘修行的成果吧！,一定会守护好汝！,10143014
10143016,10143015,14303341,14303342,无敌的主妇,纯白型布兰奇芙蓉,UR,歌姬,光,3,1615,0,0,115,治疗,解异常/治疗,自身/恢复1946+治疗量的130%点HP,己方全体/恢复3221+治疗量的130%点HP，【2Chain以上】解除标记状态,别想轻易就进这个家门！,没事吧？我拿急救箱过来了。,10143016
10143018,10143017,11400931,11400932,直如觉,纯白型 建礼门院,UR,佣兵,风,2,1615,115,0,0,支援,物攻↑,自身/1回合/提升物理攻击2412,自身/3回合/提升物理攻击4036,以我们的剑杀出血路！,绝对不要失去你！,10143018
10143020,10143019,13400751,13400752,出门之泪,纯白型欧文的狮子,UR,盗贼,冰,2,1615,0,115,0,支援,魔攻↑,自身/1回合/提升魔法攻击2032,自身/1回合/提升魔法攻击6028，【自身/额外1枚以上】2回合/提升魔法攻击6028,咬一口如何？,为了亚瑟大人要加油才行！,10143020
10143022,10143021,11104401,11104402,摇曳的篝火,第二型索拉菲娅,MR,佣兵,火,3,3046,127,0,0,物理,自身数值加伤/攻击,敌单体/物理/6995点+物理攻击力130%的火属性伤害，暴击率150%,敌单体/物理/11632点+物理攻击力130%的火属性伤害，暴击率150%，【自身/物理/额外1枚以上】提升当前魔法攻击80%的威力,拜拜。再见。,木乃伊感觉不到痛楚的…。,10143022
10143024,10143023,13400771,13400772,漆黑之白,纯白型乌莎哈,MR,盗贼,冰,3,2285,0,254,0,支援,魔攻↑/追伤,自身/1回合/提升物理攻击6006，1回合/提升魔法攻击6006,己方1人/2回合/赋予6581冰追加伤害，自身/2回合/提升魔法攻击9087,是。请仔细看清楚了。,为亚瑟大人服务。,10143024
10143026,10143025,14303361,14303362,勇猛绅士,绅士型佣兵亚瑟,MR,歌姬,冰风,1,2285,0,0,254,支援,治疗↑/延迟奶,自身/恢复1564点HP,自身/3回合/提升治疗量1043，己方全体/3回合/每回合恢复HP282,敢对我的女人出手！,永远在一起。,10143026
10143028,10143027,11104441,11104442,紫电一闪,纯白型 乌天狗,MR,佣兵,冰,4,2932,0,209,0,魔法,自身数值加伤/破防/攻击,敌单体/魔法/5913点+魔法攻击力150%的冰属性伤害，暴击率150%,敌全体/魔法/11826点+魔法攻击力150%的冰属性伤害，暴击率150%，【3Chain以上】自身/无视70%的防御，自身/提升当前物理攻击60%的威力,碍事鬼就快滚吧！,发呆的话会被夺走的哦。,10143028
10143030,10143029,11104421,11104422,死神华嫁,纯白型橄榄石,MR,佣兵,冰,3,2285,0,254,0,魔法,破防/攻击,敌单体/魔法/6100点+魔法攻击力130%的冰属性伤害，暴击率150%,敌单体/魔法/10087点+魔法攻击力130%的冰属性伤害，暴击率150%，提升chain威力，【2Chain以上】无视70%的防御,别一个人就死掉啊,妾身不准汝先走一步。,10143030
10143031,10143031,12503541,12503542,贤者之剑,亚瑟 魔法之派,MR,富豪,火,1,2932,209,0,0,防御,抽卡/物防↑/魔防↑,自身/1回合/提升612点物理防御，抽卡+1,己方全体/1回合/提升1164点物理防御，抽卡+1，【3Chain以上】1回合/提升1164点魔法防御,在此一决胜负！,请不要露出这样的表情！,10143031
10143032,10143032,13400791,13400792,正义的女杰,可怜型加荷里斯,MR,盗贼,风,2,2932,0,209,0,支援,魔攻↑/物防↑,自身/1回合/提升魔法攻击6006,自身/2回合/提升魔法攻击11951，【3Chain以上】己方全体/2回合/物理防御提升1620+魔法攻击的10%,这世界没有恶的生存空间！,展示正义吧。,10143032
10143033,10143033,10300671,,天使的新娘,纯白型妮妙,MR,通用,风光,1,2932,209,0,0,物理,自身数值加伤/攻击,敌单体/物理/2042点+物理攻击力50%的风光属性伤害，暴击率150%，【4Chain以上】敌全体/物理/2042点+物理攻击力50%的风光属性伤害，暴击率150%，自身/提升当前魔法攻击20%的威力,,送出请柬吧。,一定要振作一些，放松一些。,10143033
10143034,10143034,10300691,,银无垢,纯白型妮妙,MR,通用,冰风,1,2932,0,209,0,魔法,自身数值加伤/攻击,敌单体/魔法/2042点+魔法攻击力50%的冰风属性伤害，暴击率150%，【4Chain以上】敌全体/魔法/2042点+魔法攻击力50%的冰风属性伤害，暴击率150%，自身/提升当前物理攻击20%的威力,,请务必来参加婚礼。缺席吗？,投掷捧花。用尽全力的。,10143034
10143036,10143035,12503561,12503562,狐狸嫁女儿,纯白型 侠客亚瑟,MR,富豪,冰,3,3351,140,0,0,防御,嘲讽/抽卡/物防↑,自身/1回合/提升1657点物理防御,自身/1回合/物理防御提升3660+HP的5%，1回合/使攻击向自身集中，减免30%伤害，己方全体/抽卡+1,你看，春光乍泄哦！,别光顾着看啦，快工作快工作~。,10143036
10143038,10143037,13601841,13601842,誓言的少女,纯白型贞德·达尔克,MR,盗贼,冰,2,2513,0,279,0,弱化,属抗↓/标记,敌单体/2回合/降低750点魔法攻击,敌单体/2回合/标记，伤害上升10%，敌全体/2回合/降低6750点冰属性抗性,拜托了，请退下…。,请拥有一颗清纯之心。,10143038
10143040,10143039,14401261,14401262,命运的新娘,纯白型诗蔻蒂,MR,歌姬,冰,3,2513,0,0,279,支援,物攻↑/魔攻↑/比例扣血,自身/1回合/提升物理攻击3680,己方1人/2回合/提升物理攻击13330，2回合/提升魔法攻击13330，自身/HP扣减最大值的50%,相思相Love呢！,Hell还是Heaven?,10143040
10143058,10143057,11400971,11400972,天剋之壹,天剋型塞莉希尔,MR,佣兵,冰光,2,4188,0,0,0,支援,魔攻↑,自身/1回合/提升魔法攻击5213,自身/2回合/提升魔法攻击10365，【自身/额外1枚以上】2回合/提升魔法攻击14475,随花凋零吧！,令人扫兴呢。,10143058
10143060,10143059,12400171,12400172,天剋之贰,天剋型莱泽尔,MR,富豪,冰暗,3,4188,0,0,0,支援,物攻↑/抽卡/物防↑,自身/1回合/提升物理攻击5805,己方1人/2回合/提升物理攻击11609，己方全体/抽卡+1，【自身/防御/额外1枚以上】己方全体/2回合/提升2352点物理防御,别小看我了！,亚瑟！趴下！,10143060
10143062,10143061,13400811,13400812,天剋之叁,天剋型希尔维娅,MR,盗贼,风暗,2,4188,0,0,0,支援,魔攻↑,自身/1回合/提升魔法攻击5213,己方1人/2回合/提升魔法攻击10365,再见了！,绝对会成为你的力量的！,10143062
10143064,10143063,14303401,14303402,天剋之肆,天剋型薇薇,MR,歌姬,冰风,2,4188,0,0,0,治疗,治疗↑/治疗/延迟奶,自身/恢复1129点HP,己方全体/恢复2198点HP，自身/3回合/提升治疗量1608，己方全体/3回合/每回合恢复HP603,魔法咏唱！（燃烧吧！）,成功率大概在50%左右…诶诶诶？,10143064
10143069,10143068,12503601,12503602,聪慧的贵族,战符型斯卡哈,UR,富豪,暗,2,1615,115,0,0,防御,抽卡/物防↑,自身/2回合/提升615点物理防御，抽卡+1,己方全体/2回合/提升975点物理防御，抽卡+1,不想上我的试验台的话就给我把路让开了。,诸位，工作还没结束呢。,10143069
10143071,10143070,13601881,13601882,善良的义贼,战符型柯尔格利万斯,UR,盗贼,火,2,1615,0,115,0,弱化,魔攻↓/魔攻↑,敌单体/2回合/降低308点魔法攻击,敌单体/2回合/降低1487点魔法攻击，自身/2回合/提升魔法攻击3750,虽然我不擅长攻击呢！,前卫就交给我了！,10143071
10143073,10143072,12503521,12503522,玲珑绅士,绅士型富豪亚瑟,MR,富豪,冰暗,2,2665,190,0,0,防御,抽卡/物防↑,自身/2回合/提升638点物理防御,己方全体/2回合/提升1043点物理防御，【自身/防御/额外1枚以上】抽卡+2,谁允许你碰我的伴侣了。,这是只献给你一人的。,10143073
10143050,10143049,11400991,11400992,终末的少女,纯白型法莎莉雅,MR,佣兵,冰光,3,5331,0,0,0,支援,魔攻↑/抽卡,自身/1回合/提升魔法攻击6570,【3回合后/敌方行动后发动/保持3回合】自身/3回合/提升魔法攻击20133，抽卡+2,想要对我的亚瑟做什么！,稍慢～！没有说这话的人吗？,10143050
10143052,10143051,12503581,12503582,终末的少女,纯白型法莎莉雅,MR,富豪,火风,2,5331,0,0,0,防御,抽卡/物防↑/魔防↑,自身/2回合/提升1250点物理防御，2回合/提升1250点魔法防御,己方全体/2回合/提升1439点物理防御，2回合/提升1439点魔法防御，己方全体/抽卡+1，【4Chain以上】己方全体/2回合/提升3839点物理防御，己方全体/2回合/提升3839点魔法防御,想要对我的亚瑟做什么！,稍慢～！没有说这话的人吗？,10143050
10143054,10143053,13601861,13601862,终末的少女,纯白型法莎莉雅,MR,盗贼,冰光,2,5331,0,0,0,弱化,物攻↓/魔攻↑,敌单体/2回合/降低500点物理攻击,敌单体/3回合/降低2503点物理攻击，自身/2回合/提升魔法攻击10525，【3Chain以上】己方全体/2回合/提升魔法攻击10525，敌全体/3回合/降低2503点物理攻击,想要对我的亚瑟做什么！,稍慢～！没有说这话的人吗？,10143050
10143056,10143055,14401281,14401282,终末的少女,纯白型法莎莉雅,MR,歌姬,火风,2,5331,0,0,0,支援,治疗↑/治疗,己方1人/2回合/提升治疗量1939,自身/3回合/提升治疗量3628，己方全体/恢复4761点HP,想要对我的亚瑟做什么！,稍慢～！没有说这话的人吗？,10143050
10143077,10143076,11104481,11104482,怪兽王,异界型多拉贡,MR,佣兵,火,3,3046,0,127,0,魔法,攻击,敌单体/魔法/3883点+魔法攻击力130%的火属性伤害，暴击率150%,敌全体/魔法/6445点+魔法攻击力130%的火属性伤害，暴击率150%，【4Chain以上】魔法/14054点+魔法攻击力130%的火属性伤害，暴击率150%,・・・,・・・,10143077
10144002,10144001,13400831,13400832,妖异不知火,游火,UR,盗贼,火,2,1846,0,77,0,支援,追伤,自身/2回合/提升物理攻击2412，2回合/提升魔法攻击2412,自身/2回合/赋予3750火追加伤害,有必要留下点什么痕迹吗？,玩火也适可而止…呢。,10144002
10144004,10144003,12101261,12101262,稻荷的千里眼,天狐,UR,富豪,冰,3,1615,115,0,0,物理,攻击/抽卡,敌单体/物理/3119点+物理攻击力130%的冰属性伤害，暴击率150%,敌全体/物理/5218点+物理攻击力130%的冰属性伤害，暴击率150%，己方全体/抽卡+1,你看你看！小狐狸召唤！,这都是岁数使然。你懂的吧？,10144004
10144006,10144005,14401321,14401322,太刀架式,镰鼬,UR,歌姬,光,2,1615,0,0,115,支援,魔攻↑,自身/1回合/提升魔法攻击3617,己方1人/2回合/提升魔法攻击6028,你到底在看哪里！太慢了啦！,大家太慢了～、Harryup！,10144006
10144008,10144007,11401011,11401012,迷茫的小乐土,迷家,MR,佣兵,风,2,2665,190,0,0,支援,物攻↑,自身/1回合/提升物理攻击6006,自身/1回合/提升物理攻击9969，【自身/风/额外1枚以上】2回合/提升物理攻击13933,绝不让你跨入这里的家门。,想用这个饭碗来带给你幸福…,10144008
10144010,10144009,14600121,14600122,亡者的行军,僵尸,MR,歌姬,暗,2,2285,0,0,254,弱化,物攻↓/治疗↑,敌单体/2回合/降低500点物理攻击,敌单体/2回合/降低2439点物理攻击，自身/2回合/提升治疗量1940,死人大游行！,坏掉了的话也得完蛋呢！,10144010
10144012,10144011,11104501,11104502,爆裂躯体,纳凉型缇妮娅,MR,佣兵,光,3,2094,349,0,0,物理,攻击/感电,敌单体/物理/6995点+物理攻击力130%的光属性伤害，暴击率150%,敌单体/物理/13991点+物理攻击力130%的光属性伤害，暴击率150%，3回合/每回合1355+38%物理攻击的感电伤害，【4Chain以上】物理/25136点+物理攻击力130%的光属性伤害，暴击率1000%，3回合/每回合2440+70%物理攻击的感电伤害,动、动一下的话会洒出来的…。,亚瑟不一起来吃刨冰吗？,10144012
10144014,10144013,12503621,12503622,怨恨之刃,纳凉型艾恩赛德,MR,富豪,光,3,2513,279,0,0,防御,属抗↑/抽卡/伤害反弹,自身/2回合/提升591点物理防御，2回合/提升591点魔法防御,己方全体/2回合/提升1653点暗属性抗性，己方全体/2回合/反射所受全伤害的253%，己方全体/抽卡+1，【3回合前】3回合/提升1653点暗属性抗性，己方全体/3回合/反射所受全伤害的253%,真是丑陋的烟花呢。。。,好了，给我一根好了。,10144014
10144016,10144015,14401301,14401302,桴达人,纳凉型佣兵亚瑟,MR,歌姬,光,2,2094,0,0,349,支援,物攻↑/解异常,自身/1回合/提升物理攻击6006,己方1人/2回合/提升物理攻击7987，【我方为COST封印状态】3回合/提升物理攻击7987，己方全体/解除COST封印状态,好了，热闹起来吧！,哪个家伙不跳舞的！？,10144016
10144018,10144017,13202711,13202712,流丽才女,纳凉型亚瑟技巧之场,MR,盗贼,光,4,2094,0,349,0,魔法,攻击/DOT↑,敌单体/魔法/5126点+魔法攻击力150%的光属性伤害，暴击率150%,敌单体/魔法/18585点+魔法攻击力150%的光属性伤害，暴击率150%，提升chain威力，【目标为暗属性】魔法/18585点+魔法攻击力150%的光属性伤害，暴击率1000%，敌全体/感电的效果回合+1，伤害+40%,祭典告白预告来了！？,你也换上浴衣吧！,10144018
10144020,10144019,11104521,11104522,出店老板,纳凉型丝宁,UR,佣兵,风,2,1777,127,0,0,物理,攻击/追伤,敌单体/物理/2181点风属性伤害，暴击率150%,敌单体/物理/4361点风属性伤害，暴击率150%，自身/2回合/赋予3375风追加伤害,你也来吃吗？,那么多店铺让人目不暇接呢～,10144020
10144022,10144021,12503641,12503642,深渊流转,异界型焰＆乌莎哈,MR,富豪,暗,1,2665,190,0,0,防御,抽卡/魔防↑,自身/1回合/提升593点魔法防御，抽卡+1,己方全体/1回合/提升907点魔法防御，抽卡+1，【自身/防御/额外1枚以上】抽卡+2,「到此为止了哦」『到此为止了』,『请放心』「接下来就交给我吧」,10144022
10144024,10144023,13202731,13202732,溶解的心,纳凉型雪女,MR,盗贼,冰,4,2665,0,190,0,魔法,攻击/DOT↑/冻结,敌单体/魔法/5913点+魔法攻击力150%的冰属性伤害，暴击率150%,敌全体/魔法/9855点+魔法攻击力150%的冰属性伤害，暴击率150%，3回合/每回合3193+50%魔法攻击的冰冻伤害，【敌方为冻结状态】敌全体/冻结的效果回合+1，伤害+30%,永别了。不要再醒过来了哦。,即使你觉得我方便好了…。,10144024
10144026,10144025,11104541,11104542,清夏的小狐,纳凉型侠客亚瑟,MR,佣兵,光,2,2285,254,0,0,物理,物攻↑/攻击,敌单体/物理/3628点光属性伤害，暴击率150%,敌单体/物理/6006点光属性伤害，暴击率150%，【自身/光/额外1枚以上】自身/3回合/提升物理攻击7063,东张西望的话可是很危险的哦～？,两只手都是吃的呢…。,10144026
10144028,10144027,14303421,14303422,华与芽,纳凉型光源氏,MR,歌姬,光,2,2285,0,0,254,治疗,解异常/治疗,自身/恢复1657点HP,己方全体/恢复2721点HP，【自身/额外1枚以上】解除COST封印状态,『我会加油的！』「不要乱来哦」,「这浴衣好漂亮呢」『真的吗？』,10144028
10144030,10144029,12503661,12503662,凌厉的凉杰,纳凉型帕罗米德,MR,富豪,火,3,2665,190,0,0,防御,抽卡/物防↑,自身/2回合/提升1439点物理防御，抽卡+1,己方全体/2回合/提升2439点物理防御，抽卡+1，【3回合前】3回合/提升2439点物理防御,我也邀请到伊索德的话…！,你、你是在邀请我吗！？,10144030
10144031,10144031,11401031,11401032,凉华,纳凉型 歌姬亚瑟,MR,佣兵,暗,3,2932,209,0,0,支援,物攻↑,自身/1回合/提升物理攻击4958,自身/3回合/提升物理攻击8948，【3Chain以上】4回合/提升物理攻击8948,让你清醒下！,不要忘记补充水分哦！,10144031
10144032,10144032,14401341,14401342,暗之宝剑,暗堕型迪特里希,MR,歌姬,光,2,2932,0,0,209,支援,物攻↑/魔攻↑/比例扣血,自身/1回合/提升魔法攻击2473,己方全体/2回合/提升物理攻击5132，2回合/提升魔法攻击5132，自身/HP扣减最大值的75%，【3Chain以上】自身/HP扣减最大值的25%,同情你一下好了。,一定要坚持住啊！,10144032
10144034,10144033,11401051,11401052,天之曲,星冠型 彦星 2016,MR,佣兵,火,3,2513,279,0,0,支援,物攻↑/物攻↑/魔攻↑/抽卡,自身/1回合/提升物理攻击4317,自身/2回合/提升物理攻击20274，敌全体/1回合/提升物理攻击1000，敌全体/1回合/提升魔法攻击1000，自身/抽卡+2,来听我与织姬爱的曲子吧。,织姬，这是献给你的。,10144034
10144036,10144035,13400851,13400852,七仙女,星冠型 织姬 2016,MR,盗贼,风,3,2513,0,279,0,支援,魔攻↑/追伤,自身/1回合/提升物理攻击6006，1回合/提升魔法攻击6006,己方1人/3回合/赋予7898风追加伤害，自身/2回合/提升魔法攻击10916,愚民们！给本小姐上！,别小看偶像了呀！,10144036
10144038,10144037,12503701,12503702,单翼的天鹅,星冠型天鹅座,MR,富豪,冰,2,2513,279,0,0,防御,抽卡/魔防↑,自身/2回合/提升1000点魔法防御，抽卡+1,己方全体/2回合/魔法防御提升1440+HP的5%，己方全体/抽卡+1,来尝尝单翼的剑技！,单翼的我也能做到！,10144038
10144040,10144039,14500161,14500162,北天龙,星冠型天龙座,MR,歌姬,火,2,2513,0,0,279,防御,魔防↑/治疗,自身/2回合/提升1000点魔法防御,己方全体/2回合/提升1439点魔法防御，己方全体/恢复1507点HP，【自身/额外1枚以上】2回合/提升2327点魔法防御，己方全体/恢复2352点HP,不要碰我的逆鳞！,愿伙伴得到龙的加护！,10144040
10144042,10144041,13202751,13202752,愿望的魔法,异界型圆＆侠客亚瑟,MR,盗贼,光,3,2932,0,209,0,魔法,自身数值加伤/攻击/DOT↑,敌单体/魔法/3883点+魔法攻击力130%的光属性伤害，暴击率150%,敌单体/魔法/13991点+魔法攻击力130%的光属性伤害，暴击率150%，【4Chain以上】提升当前物理攻击100%的威力，感电的效果回合+1，伤害+40%,「上了哦！」『就交给你了哦！』,「没事吧！？」『不可以勉强自己哦』,10144042
10144044,10144043,12503681,12503682,正义的伙伴,异界型沙耶香＆富豪亚瑟,MR,富豪,光,2,2932,209,0,0,防御,属抗↑/抽卡/追伤,自身/2回合/提升326点物理防御，2回合/提升326点魔法防御,己方全体/2回合/提升1122点暗属性抗性，1回合/赋予6581光追加伤害，己方全体/抽卡+1，【3Chain以上】3回合/提升1122点暗属性抗性，2回合/赋予6581光追加伤害,「正义的伙伴！」『登，登场…』,『放心吧』「有我们呢！」,10144044
10144046,10144045,11104561,11104562,魔枪与圣剑,异界型 杏子＆佣兵亚瑟,MR,佣兵,光,3,2932,209,0,0,物理,反伤/攻击,敌单体/物理/5253点+物理攻击力130%的光属性伤害，暴击率150%,敌单体/物理/10429点+物理攻击力130%的光属性伤害，暴击率150%，自身/提升累计损血40%的威力，【目标为暗属性】物理/16639点+物理攻击力52%的光属性伤害，3次攻击，暴击率150%,「配合一下，佣兵！」『交给我吧！』,『真是的…』「太不像话了」,10144046
10144048,10144047,14401361,14401362,潇洒的舞蹈,异界型麻美＆歌姬亚瑟,MR,歌姬,光,2,2932,0,0,209,支援,物攻↑/魔攻↑,自身/1回合/提升物理攻击2237，1回合/提升魔法攻击2237,己方全体/2回合/物理攻击提升2700+HP的0%，2回合/魔法攻击提升2700+HP的0%，【自身/光/额外1枚以上】2回合/物理攻击提升2700+HP的20%，2回合/魔法攻击提升2700+HP的20%,「『TiroFinale！！』」,「没事的」『有我们在呢！』,10144048
10144050,10144049,10300711,,贝贝,异界型 百江渚,MR,通用,暗,1,4188,0,0,0,防御,物防↑/魔防↑,己方全体/2回合/物理防御提升360+HP的2%，2回合/魔法防御提升360+HP的2%,,奶酪！！！,真是受够了的说！,10144050
10145002,10145001,11104601,11104602,小动物召唤士,异界型 泷本一二三-召唤-,MR,佣兵,火,2,2285,254,0,0,物理,攻击/追伤,敌单体/物理/3628点火属性伤害，暴击率150%,敌单体/物理/6006点火属性伤害，暴击率150%，自身/3回合/赋予3375火追加伤害,宗次郎…拜托了！,我要为大家出一份力…！,10145002
10145004,10145003,12503741,12503742,大剑战士,异界型 筱田初-大剑-,MR,富豪,冰,3,2285,254,0,0,防御,抽卡/魔防↑,自身/2回合/提升1125点魔法防御，抽卡+1,己方全体/2回合/提升1814点魔法防御，抽卡+1，【2Chain以上】2回合/提升2878点魔法防御,吃我一招啦！,马上就来ー！,10145004
10145006,10145005,13400891,13400892,飞翔剑士,异界型 八神光-翔剑-,MR,盗贼,风,3,2285,0,254,0,支援,魔攻↑/追伤,自身/1回合/提升物理攻击6006，1回合/提升魔法攻击6006,己方1人/2回合/赋予6581风追加伤害，自身/2回合/提升魔法攻击9087,小心脚下哦！,有我陪着呢，加油！,10145006
10145008,10145007,10300731,,见习魔法师,异界型 凉风青叶-魔法-,MR,通用,光,1,3046,63,63,0,治疗,解异常,己方1人/解除黑暗状态,,我来试试看！,在这个世界的话我也！,10145008
10145010,10145009,14401381,14401382,治愈术士,异界型 饭岛优音-治愈-,MR,歌姬,暗,2,2285,0,0,254,支援,物攻↑/解异常,自身/2回合/提升物理攻击6006,己方1人/2回合/提升物理攻击7477，【2Chain以上】己方全体/解除陷阱状态,虽然不是太习惯…！,恢复就交给我吧！,10145010
10145012,10145011,13400871,13400872,百花缭乱,华装型歌姬亚瑟,MR,盗贼,火,2,2094,0,349,0,支援,点燃/追伤,自身/1回合/提升物理攻击3003，1回合/提升魔法攻击3003,己方1人/3回合/赋予3038火追加伤害，敌全体/3回合/每回合1610+50%魔法攻击的燃烧伤害,我哒ー！！,华丽备战！,10145012
10145014,10145013,12503721,12503722,暗器杀师,华装型凑,MR,富豪,火,3,2513,279,0,0,防御,属抗↑/抽卡/伤害反弹,自身/2回合/提升591点物理防御，2回合/提升591点魔法防御,己方全体/2回合/提升1653点风属性抗性，己方全体/2回合/反射所受全伤害的253%，己方全体/抽卡+1，【3回合前】3回合/提升1653点风属性抗性，己方全体/3回合/反射所受全伤害的253%,你的性命由我接收了！！,让人看不下去了呢。,10145014
10145016,10145015,14303441,14303442,剑棍一掷,华装型牛若丸,MR,歌姬,火,1,2513,0,0,279,支援,治疗↑/解异常,自身/恢复1814点HP,自身/2回合/提升治疗量1939，【我方为封印状态】2回合/提升治疗量3102，己方全体/解除封印状态,我也得像个男人一样！,帅气的解决吧！,10145016
10145018,10145017,11104581,11104582,画龙点睛,华装型可怜,MR,佣兵,火,2,2094,349,0,0,物理,攻击,敌单体/物理/1814点火属性伤害，暴击率150%,敌全体/物理/3628点+物理攻击力50%的火属性伤害，2次攻击，暴击率150%,咆哮吧！天龙吼！,一口气解决掉吧！,10145018
10145020,10145019,13601901,13601902,灼苍的炎凤,华装型永恒烈焰,UR,盗贼,火,1,1777,0,127,0,弱化,标记,敌单体/2回合/降低219点魔法攻击,敌单体/2回合/标记，伤害上升10%,灼凤，苍凰…拜托了。,不会让你们动亚瑟一根手指的…！,10145020
10145022,10145021,14303461,14303462,慧眼的贤者,异界型 远山凛-贤者-,MR,歌姬,风,2,1523,0,190,190,治疗,治疗↑/治疗,自身/恢复1657点HP,己方全体/恢复2721点HP，自身/2回合/提升治疗量1940,我来吧！,大家，有危险！,10145022
10145024,10145023,12503761,12503762,程序员,异界型 阿波根海子,MR,富豪,火,2,2665,190,0,0,防御,属抗↑/抽卡,自身/1回合/提升593点物理防御，1回合/提升593点魔法防御,己方全体/1回合/提升2189点风属性抗性，己方全体/抽卡+1,欢迎来到程序员的世界,难道说是其他公司的间谍…？,10145024
10145025,10145025,11104621,11104622,魔鬼狙击手,异界型 阿波根海子-狙击-,MR,佣兵,风,2,2285,0,254,0,魔法,攻击,敌单体/魔法/3628点风属性伤害，暴击率150%,敌单体/魔法/6006点风属性伤害，暴击率150%，提升chain威力,全是破绽啊,唉，急死人啦,10145025
10145027,10145026,14303481,14303482,打工狂人,异界型 樱宁宁,MR,歌姬,火,1,2665,0,0,190,支援,治疗↑/延迟奶,自身/恢复1814点HP,自身/3回合/提升治疗量1250，己方全体/3回合/每回合恢复HP293,赐予我力量！…不行吗,比打工除错还要辛苦…,10145027
10145028,10145028,13202771,13202772,灵巧的侠客,异界型 樱宁宁-侠客-,MR,盗贼,风,3,2665,0,190,0,魔法,攻击,敌单体/魔法/3537点+魔法攻击力130%的风属性伤害，暴击率150%,敌全体/魔法/5816点+魔法攻击力65%的风属性伤害，2次攻击，暴击率150%,笨蛋ー！！,不能输给小青啊～！,10145028
