#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
44195203,秘灵术・暗炎,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44195203,
44195204,打断咏唱……！,,,,,,,,NULL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44195204,
44195205,好烦人……！,,,,,,,,NULL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44195205,
44195206,灵术・暗雾,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195206,
44195207,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195207,
44195208,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195208,
44195209,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195209,
44195210,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195210,
44195211,集中起来！,,,,,,,,NULL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44195211,
44195212,别过来！,,,,,,,,NULL,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44195212,
44195213,灵术・暗烟,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195213,
44195214,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195214,
44195215,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195215,
44195216,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195216,
44195217,,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44195217,
#▼第35弾UDエネミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#絢爛型カーネリアン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44196001,不要，别过来！,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196001,
44196002,别靠近我……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196002,
44196003,拜托了别过来……,,,,,,,,JAMMING,FIRE,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196003,
44196004,你想要变得不幸吗？,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196004,
44196005,啊，肯定会不幸的……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196005,
44196006,,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196006,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44196101,不要，别过来！,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196101,
44196102,别靠近我……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196102,
44196103,拜托了别过来……,,,,,,,,JAMMING,FIRE,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196103,
44196104,你想要变得不幸吗？,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196104,
44196105,啊，肯定会不幸的……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196105,
44196106,,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196106,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44196201,不要，别过来！,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196201,
44196202,别靠近我……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196202,
44196203,拜托了别过来……,,,,,,,,JAMMING,FIRE,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196203,
44196204,你想要变得不幸吗？,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44196204,
44196205,啊，肯定会不幸的……,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196205,
44196206,,,,,,,,,SORCERY,FIRE,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44196206,
#絢爛型トパーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44197001,野蛮一斩,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44197001,
44197002,双重强击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197002,
44197003,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197003,
44197004,全力重击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197004,
44197005,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197005,
44197006,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197006,
44197007,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197007,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44197101,野蛮一斩,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44197101,
44197102,双重强击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197102,
44197103,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197103,
44197104,全力重击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197104,
44197105,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197105,
44197106,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197106,
44197107,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197107,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44197201,野蛮一斩,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44197201,
44197202,双重强击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197202,
44197203,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197203,
44197204,全力重击,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197204,
44197205,,,,,,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44197205,
44197206,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197206,
44197207,跃动的头发,,,,,,,,SUPPORT,ICE,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44197207,
#絢爛型オニキス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#初級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44198001,黑之辉煌,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198001,
44198002,黑之光辉,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198002,
44198003,黑之魔力,,,,,,,,SUPPORT,WIND,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44198003,
44198004,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198004,
44198005,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198005,
44198006,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198006,
44198007,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198007,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44198101,黑之辉煌,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198101,
44198102,黑之光辉,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198102,
44198103,黑之魔力,,,,,,,,SUPPORT,WIND,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44198103,
44198104,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198104,
44198105,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198105,
44198106,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198106,
44198107,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198107,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44198201,黑之辉煌,,,,,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198201,
44198202,黑之光辉,,,,,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44198202,
44198203,黑之魔力,,,,,,,,SUPPORT,WIND,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44198203,
44198204,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198204,
44198205,黑暗之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198205,
44198206,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198206,
44198207,漆黑之不和波动,,,,,,,,JAMMING,WIND,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44198207,
#電波型アーリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44199001,接受要求,,,,,,,,SUPPORT,NULL,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44199001,
44199002,介绍信,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199002,
44199003,受到好评节目延长！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199003,
44199004,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199004,
44199005,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199005,
44199006,给听众的一句话,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44199006,
44199007,暴露嘉宾的黑历史！？,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199007,
44199008,＜从盗贼亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199008,
44199009,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199009,
44199010,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199010,
44199011,片酬可不能少哦！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199011,
44199012,嘉宾的目击情报～！,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199012,
44199013,＜从歌姬亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199013,
44199014,其实是吟游诗人！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199014,
44199015,好想做吟游诗人的工作～！,,,,,,,,RECOVERY,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44199015,
#特級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44199101,接受要求,,,,,,,,SUPPORT,NULL,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44199101,
44199102,介绍信,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199102,
44199103,受到好评节目延长！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199103,
44199104,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199104,
44199105,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199105,
44199106,给听众的一句话,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44199106,
44199107,暴露嘉宾的黑历史！？,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199107,
44199108,＜从盗贼亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199108,
44199109,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199109,
44199110,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199110,
44199111,片酬可不能少哦！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199111,
44199112,嘉宾的目击情报～！,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199112,
44199113,＜从歌姬亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199113,
44199114,其实是吟游诗人！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199114,
44199115,好想做吟游诗人的工作～！,,,,,,,,RECOVERY,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44199115,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44199201,接受要求,,,,,,,,SUPPORT,NULL,NULL,ALL,,,,RANK1,,ENEMY_ALL,,,,,,,,,,,,,,,,,44199201,
44199202,介绍信,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199202,
44199203,受到好评节目延长！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199203,
44199204,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199204,
44199205,,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199205,
44199206,给听众的一句话,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44199206,
44199207,暴露嘉宾的黑历史！？,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199207,
44199208,＜从盗贼亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199208,
44199209,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199209,
44199210,真是麻烦呀……,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199210,
44199211,片酬可不能少哦！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199211,
44199212,嘉宾的目击情报～！,,,,,,,,JAMMING,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199212,
44199213,＜从歌姬亚瑟开始说句话吧＞,,,,,,,,NULL,LIGHT,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44199213,
44199214,其实是吟游诗人！,,,,,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44199214,
44199215,好想做吟游诗人的工作～！,,,,,,,,RECOVERY,LIGHT,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44199215,
#擬人型チアリーイーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44200001,抓住你了,,,,,,,,JAMMING,NULL,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200001,
44200002,我的切尔莉……,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44200002,
44200003,不能原谅,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200003,
44200004,强力支援,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200004,
44200005,黑暗激光,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200005,
44200006,毒液散布,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200006,
44200007,,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200007,
44200008,毒液散布,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200008,
44200009,手牌凝固剂散布,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200009,
44200010,,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200010,
44200011,手牌凝固剂散布,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200011,
44200012,强化合成・物理,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200012,
44200013,强化合成・魔法,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200013,
44200014,强化合成・防御,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200014,
44200015,强化合成・防御,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200015,
44200016,你们也……,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200016,
44200017,收藏品！,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200017,
44200018,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200018,
44200019,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200019,
#特級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44200101,抓住你了,,,,,,,,JAMMING,NULL,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200101,
44200102,我的切尔莉……,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44200102,
44200103,不能原谅,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200103,
44200104,强力支援,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200104,
44200105,黑暗激光,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200105,
44200106,毒液射击,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200106,
44200107,,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200107,
44200108,毒液射击,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200108,
44200109,手持粉碎机,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200109,
44200110,,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200110,
44200111,手持粉碎机,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200111,
44200112,强化合成・物理,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200112,
44200113,强化合成・魔法,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200113,
44200114,强化合成・防御,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200114,
44200115,强化合成・防御,,,,,,,,DEFENSE,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200115,
44200116,手臂拳,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200116,
44200117,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200117,
44200118,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200118,
44200119,,,,,,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200119,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44200201,抓住你了,,,,,,,,JAMMING,NULL,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200201,
44200202,我的切尔莉……,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,SELF,,,,,,,,,,,,,,,,,44200202,
44200203,不能原谅,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200203,
44200204,强力支援,,,,,,,,SUPPORT,DARK,NULL,ALL,,,,RANK1,,ENEMY_ONE,,,,,,,,,,,,,,,,,44200204,
44200205,黑暗激光,,,,,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200205,
44200206,毒液射击,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200206,
44200207,毒液射击,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200207,
44200208,毒液射击,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200208,
44200209,手持粉碎机,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200209,
44200210,,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ONE,,,,,,,,,,,,,,,,,44200210,
44200211,手持粉碎机,,,,,,,,JAMMING,DARK,NULL,ALL,,,,RANK1,,USER_ALL,,,,,,,,,,,,,,,,,44200211,
